timestamp,Cell_001,Cell_002,Cell_003,Cell_004,Cell_005,Cell_006,Cell_007,Cell_008,Cell_009,Cell_010,Cell_011,Cell_012,Cell_013,Cell_014,Cell_015,Cell_016,Cell_017,Cell_018,Cell_019,Cell_020,Cell_021,Cell_022,Cell_023,Cell_024,Cell_025,Cell_026,Cell_027,Cell_028,Cell_029,Cell_030,Cell_031,Cell_032,Cell_033,Cell_034,Cell_035,Cell_036,Cell_037,Cell_038,Cell_039,Cell_040,Cell_041,Cell_042,Cell_043,Cell_044,Cell_045,Cell_046,Cell_047,Cell_048,Cell_049,Cell_050,Cell_051,Cell_052,Cell_053,Cell_054,Cell_055,Cell_056,Cell_057,Cell_058,Cell_059,Cell_060,Cell_061,Cell_062,Cell_063,Cell_064,Cell_065,Cell_066,Cell_067,Cell_068,Cell_069,Cell_070,Cell_071,Cell_072,Cell_073,Cell_074,Cell_075,Cell_076,Cell_077,Cell_078,Cell_079,Cell_080,Cell_081,Cell_082,Cell_083,Cell_084,Cell_085,Cell_086,Cell_087,Cell_088,Cell_089,Cell_090,Cell_091,Cell_092,Cell_093,Cell_094,Cell_095,Cell_096,Cell_097,Cell_098,Cell_099,Cell_100,Cell_101,Cell_102,Cell_103,Cell_104,Cell_105,Cell_106,Cell_107,Cell_108,Cell_109,Cell_110,Cell_111,Cell_112,Cell_113,Cell_114,Cell_115,Cell_116,Cell_117,Cell_118,Cell_119,Cell_120,Cell_121,Cell_122,Cell_123,Cell_124,Cell_125,Cell_126,Cell_127,Cell_128,Cell_129,Cell_130,Cell_131,Cell_132,Cell_133,Cell_134,Cell_135,Cell_136,Cell_137,Cell_138,Cell_139,Cell_140,Cell_141,Cell_142,Cell_143,Cell_144,Cell_145,Cell_146,Cell_147,Cell_148,Cell_149,Cell_150,Cell_151,Cell_152,Cell_153,Cell_154,Cell_155,Cell_156,Cell_157,Cell_158,Cell_159,Cell_160,Cell_161,Cell_162,Cell_163,Cell_164,Cell_165,Cell_166,Cell_167,Cell_168,Cell_169,Cell_170,Cell_171,Cell_172,Cell_173,Cell_174,Cell_175,Cell_176,Cell_177,Cell_178,Cell_179,Cell_180,Cell_181,Cell_182,Cell_183,Cell_184,Cell_185,Cell_186,Cell_187,Cell_188,Cell_189,Cell_190,Cell_191,Cell_192,Cell_193,Cell_194,Cell_195,Cell_196,Cell_197,Cell_198,Cell_199,Cell_200,Cell_201,Cell_202,Cell_203,Cell_204,Cell_205,Cell_206,Cell_207,Cell_208,Cell_209,Cell_210,Cell_211,Cell_212,Cell_213,Cell_214,Cell_215,Cell_216,Cell_217
2024-12-02 14:55:00,800735,509266,672724,322468,457723,1329701,3611834,1827024,953170,357787,1328994,657717,1591516,434928,868764,561840,1142376,295551,2761823,485765,688692,246192,399059,1102645,97303,1046062,1970725,4024984,1770059,1614723,99581,161920,740089,1695412,11077944,3651527,601328,674719,1387089,1076966,899142,1111250,136214,683226,273252,791439,428634,748461,300092,5042757,114668,713441,748817,562771,3663496,1001258,44010,847682,716278,445026,2227823,984200,1025959,1455980,504130,3217388,664477,400720,527848,351763,510332,515440,84671,245784,5503777,579044,419428,540913,339759,181688,1177416,1191753,18645,393591,679521,174315,781144,1929343,1631272,2612768,647354,382501,581220,706842,284412,608092,231685,252300,490034,810911,113434,2452206,576881,2239669,1267766,2018304,554084,270083,290339,478598,1040538,324484,672478,796345,489876,1108902,433927,707227,45849,492568,21626,70094,322100,82931,757125,764918,139148,810246,579985,466895,317162,487380,1326520,598563,538751,3811778,809582,307966,589633,526009,1471594,1845536,10089595,362869,70317,1177669,935017,401178,284530,132527,398620,1821276,440034,539929,1117883,481328,285916,1807555,1118190,219424,757493,1157793,721094,598905,1069167,379955,79610,46681,110614,107567,191140,1397690,1166203,1142036,3733701,2036138,1261674,258238,1526546,281273,909508,896046,8781746,707940,709765,2233333,291367,1422666,1844635,732186,1418761,1389650,233504,705756,2223453,1119399,279624,511924,3010384,651213,885015,3593905,14637,1088033,827553,1288577,2071015,1310034,2397278,456027,534857,339587,482476,176152,1495093,257349,1117728
2024-12-02 15:00:00,999161,420732,407668,227539,159874,1087067,2218489,1392338,867262,276025,801257,981595,817715,276789,501058,473394,1814943,218496,3234989,411178,546975,344825,561493,1189969,158152,1430884,1278178,2885981,1800942,2387493,178157,296036,1948690,1360081,9340820,3326429,597972,859238,824293,1716032,1472347,1473431,102046,885591,506673,921175,554399,550559,1111214,2831739,363621,601805,654821,546139,3746037,1390055,31705,702196,459084,574967,1934288,659886,1028881,729896,664750,3713177,505441,310658,669351,289900,544641,598138,177633,502643,4977270,276122,268074,341251,320357,662529,837481,720655,100631,456081,797188,342789,584397,1249593,1641327,2406457,764180,594455,350853,1094753,207661,852218,192334,265459,1193238,1144373,421688,2541842,439939,530726,1100386,1351464,466651,109094,324520,508962,426895,241951,755462,394727,478563,360542,386084,828137,15258,414260,45720,61937,284007,387432,4720420,706248,164075,290104,1009393,437471,159658,560990,1094758,364719,829175,1344444,875309,378316,536316,401909,2774390,1967128,10163627,983380,282213,663381,703130,332765,220318,174585,406426,2383675,332490,592215,1369555,843728,300319,1498364,1228984,172099,884567,1087067,479273,1290583,434090,361940,37923,67826,124161,120209,124326,1130372,1173450,1254660,2408482,1640018,1309001,142794,1011741,330434,1163348,1825769,8852218,735723,326133,2220149,208232,1842121,1751335,710543,2132934,580994,209216,576068,1885342,561146,75925,476593,2205961,314211,1024382,3581044,21867,1040427,739988,1398910,1599068,1466124,2195813,871561,439803,438035,189495,200898,1191812,367324,1423191
2024-12-02 15:05:00,1420217,896029,267654,442561,119745,933532,2330229,1108266,820722,895754,876426,649456,2281307,464489,477997,664303,2326743,233719,2211274,341636,594931,420446,489250,1659207,115859,876648,953070,2905763,1331062,2308180,132396,278182,1887392,777451,10030947,3338129,712730,1246627,1852658,1237257,1779786,1903986,112105,743058,578296,551090,199631,597988,442089,535540,381214,665702,519524,624772,5076924,1173618,27841,758136,345839,241839,1815705,569893,1677485,1069967,1057137,4180030,740072,272096,734662,286029,361537,425126,97031,90823,4890721,213315,279650,260935,396191,144421,1255293,408274,54369,239724,836196,299623,501934,1058695,1922373,3163592,853909,491029,225343,653386,267528,702348,147679,176151,1144088,1338884,145589,2428810,452991,551096,1147697,1258923,700166,515113,246777,707119,287960,435750,434209,294267,489340,266244,174452,751348,14851,506852,47439,62941,247910,44777,706877,731964,83865,518779,58722,409053,296622,526190,639894,442620,593437,1194383,716038,338241,525164,472446,3181372,1597767,10024776,824239,264072,350999,1143175,426600,288538,430084,400293,411558,341595,726236,1628649,917519,356738,1693198,1355972,484054,1188728,1531634,450689,1219398,386407,280308,93461,63693,199643,55030,89384,1151396,2033847,1298187,3113783,789646,1712716,181866,1528851,682012,992882,947304,8400311,1173855,1157607,1955525,126779,2117218,2569004,1371422,2009097,483992,493817,354445,1925389,399970,70131,303819,3896625,387085,904280,3611764,22442,1137882,766439,1450418,1622709,966504,4500414,401357,1224703,517917,206989,223008,1378910,283595,1182897
2024-12-02 15:10:00,703860,649454,299786,409798,193742,859941,1392609,1060560,802183,815691,885850,842226,2542510,758530,436209,718273,1190245,196568,3800129,359530,422339,341841,2192352,910468,701191,834999,1803191,2564671,1295239,2076829,103720,251860,940667,1067204,8444666,3267366,994468,727942,1666191,1685218,1523495,1513009,96223,436648,618842,276375,160352,959520,809016,1024397,282354,764382,404271,501592,3450640,888629,40844,944636,200806,300554,1368630,664778,993528,981908,1439130,4925802,674150,247512,1053260,275630,461353,681208,91266,108914,4589338,233292,163352,265102,521028,324798,844794,985357,35060,283649,725417,196190,601672,1087631,1904048,2905969,1291663,419337,215467,1325462,132012,1096259,381068,234235,1381210,1704298,58917,2523764,411176,721003,1489831,1710643,316320,226615,321439,834927,1030356,243135,715481,419775,748565,197299,280198,751594,8789,161528,36802,259054,302329,51302,562306,394499,1656194,649579,165698,459674,243361,409549,1084411,269341,643632,1298403,957227,343329,1198796,483439,1695999,1495366,10114114,391944,61189,530889,778000,508027,314896,240595,344860,312247,549560,709500,892297,775365,318800,2068713,2185255,221104,957135,1251171,612620,995175,543162,378131,108676,42886,167907,147194,47650,718657,983762,2137999,3186773,875109,1432718,362764,1055176,411426,1063931,1197134,9189176,915529,859722,1535195,188146,3162218,1816822,1441836,2220756,450201,158602,173227,1504380,394407,37209,568265,4988313,390616,826928,4186529,40784,1644081,1201367,2800392,1118130,1413044,2579612,364082,981311,339317,135092,1075975,1121402,392741,1533017
2024-12-02 15:15:00,810234,816242,338245,295281,201607,846970,1406899,998440,696403,552256,1088772,531232,1282129,630571,385661,512770,1634514,210935,3277431,489525,540091,342104,568777,1271812,95620,888182,2034598,2674026,1033274,2608395,136638,296315,1107860,942304,6878169,3741155,948212,1129016,1271462,1494711,1062683,1297969,97900,1318476,752498,220099,189321,888690,441769,888422,210020,777999,650970,705771,3467440,1105593,100442,1047588,390875,202033,1819013,852989,2792339,1732970,637215,3023200,538373,376094,858866,479005,299084,936192,56272,184809,4698551,345955,246013,475908,419218,142856,569783,968388,30038,308551,1208181,198725,617177,1034401,2222521,3939886,859044,456049,237404,1225318,147733,1452941,160378,250148,521048,2192663,73597,2592619,486084,680425,944064,1711597,396054,145124,207049,563182,513816,298260,807195,1013303,309341,178485,641756,530430,8382,739655,45578,83321,213346,36712,657214,585304,130777,1066774,161630,504646,245538,468596,1348557,594925,1000134,1685155,1059578,586256,1700561,304278,1749138,1071426,10058697,490278,36884,340001,724388,388445,349472,158902,384397,285388,385673,595711,1194060,632278,264923,2023886,1709866,187030,1631323,1302614,573917,1391714,333855,378146,85925,90506,212762,159954,92002,201968,1058009,1586989,2981903,828939,1289638,299999,1080315,393103,1234688,900254,8661183,559903,1235294,1221648,213421,2226505,1306943,1726661,2645183,739554,442688,216260,1188367,220014,28930,597290,2435941,334257,785470,3387466,35002,1159520,1472741,2543780,664983,975093,4278574,482948,1071601,567353,183380,796737,905579,212045,1869598
2024-12-02 15:20:00,807109,659807,1117116,249393,286564,940606,1751041,1181191,1010571,552807,1297957,709076,1004190,384703,459363,487708,1644243,440204,3007084,449842,795056,1007672,564412,1060444,120840,266041,1162602,2742029,576790,3121622,392015,300787,952868,1057140,6663245,4009045,754934,1692837,1540361,1430530,1361538,1128261,86164,684894,1285206,246626,163099,547985,359607,1170697,239677,811657,444259,514695,3419375,2857560,107023,1043249,348723,316105,2532387,997171,1345781,746931,741781,2767146,607962,306831,652439,323599,327322,572078,86061,606220,4986529,311633,262613,730498,562374,173327,817637,375983,23014,326460,1754675,134620,573310,1058001,1688343,2994261,1057354,762742,215289,1066837,278872,861024,312219,228385,1612059,2212434,98428,2520173,617351,584357,1290614,1198425,573916,261041,230763,589023,329748,466663,559370,760306,502191,171747,606580,477018,34352,576325,38291,28221,170847,65063,763143,373570,217618,940258,128580,744662,233567,425299,1199219,396863,595484,871402,1194204,471804,1382183,322710,1550780,1023174,10058123,1011219,104817,351513,1127261,419280,279258,344089,299112,375860,397816,544625,983571,964590,432202,2288298,2545471,591807,953239,1398476,703119,918891,472009,372559,70896,263143,324930,104426,210976,296989,903257,2073954,3444311,1100063,1426022,140108,1236214,454869,879454,898712,8503897,646498,1295867,891968,245637,3146783,1848806,904707,1900300,553173,382507,204290,1795344,434308,53571,515498,3064941,375482,1041847,3500622,32628,1110625,1654950,2533910,846600,972634,1277817,371295,1090854,1345152,175852,182942,1135738,451329,1601762
2024-12-02 15:25:00,1290945,1364445,366091,324413,520678,1164497,2513462,970952,1141065,308793,1509344,613705,928685,380440,473170,377717,1306292,183956,3922597,439538,1167158,1281168,2092736,1007536,4178564,491490,1047348,2078877,523401,1830069,118787,593461,1318936,1735299,6295717,3484527,516048,1877057,1033647,1609100,759423,1040798,2632189,6749913,447965,370478,231973,492022,319742,1078208,328520,1072021,469835,374100,2312088,7208050,114500,957877,550483,495614,1337965,957931,1227223,808742,544559,2297716,948434,354663,932505,497165,417991,492559,139286,356472,4961236,529288,311277,283290,1119895,214229,1181048,374144,31995,248848,960932,219148,609153,1759364,1653942,3044852,677604,912196,318255,940049,264245,736692,351396,188711,458900,2113568,85297,2487079,975458,599088,2126058,1259165,312215,151281,196321,596966,411537,331509,595528,696365,362109,215724,577916,769043,8146,464711,91613,100951,297807,52346,642452,701660,819556,225896,134571,620877,246887,400049,1142397,396423,313105,919497,1183749,567140,1224366,407798,1231055,850462,9890826,430546,58289,345143,1347480,735757,327105,229616,125023,245279,384339,1630359,1306631,569895,309018,2034390,2300421,306091,1288751,639891,1130310,873409,841096,461016,126288,79235,218233,609800,96474,398738,990025,2046216,3734131,1422587,1515080,178822,1722589,454424,962952,1203796,8285985,602473,939332,1822633,229111,1800029,1663280,911728,2492221,1019369,186686,190868,1883604,300494,21913,754441,1818678,418982,866808,3567856,28318,1207049,1176884,3307203,1424365,983610,1725855,382164,500292,1464325,360355,96669,1108393,334279,1750575
2024-12-02 15:30:00,1357917,403362,279631,251798,682353,1105535,1807333,1262010,989593,398503,1203066,729442,1347013,296885,322897,499085,876906,332317,2707762,510191,526516,926935,659027,1266190,329691,495587,1229600,2401125,617340,2099530,157191,474034,1938465,1715966,6796378,3730019,398764,1614156,770529,1693037,825728,1780171,98976,123324,141241,271715,1648015,721361,305825,566486,391526,1401970,644989,817287,1897381,5383114,158017,807789,245701,252649,1223487,1039763,1285741,721477,989784,2788035,1085566,1129707,965512,365644,572945,560163,90954,371941,5639447,263983,440301,361111,807380,185644,1333901,328024,26985,320169,776318,233303,572877,1586457,1485926,3253120,939808,944557,513902,1351030,433667,702075,225245,363852,516680,2395839,114111,2158852,635381,565886,2379655,1772720,418982,212605,233441,1246855,423737,458937,771943,481074,344441,147904,610956,730223,8273,290550,59610,88685,408787,66927,772638,727124,603560,381432,161436,603962,347894,375571,937455,479675,389843,763208,1332372,1183530,843431,327190,1419128,851276,9900906,461859,94786,469602,920380,604604,300142,676273,348304,336853,810075,567989,1303011,522339,732856,1799124,2263837,122216,1102506,600708,645378,1193787,268451,328518,51419,48278,178738,580481,55708,271238,1740932,2186732,3202247,1120576,2339533,1056248,1183834,463065,959689,1038563,8464942,752120,322317,2601345,149948,1952652,1696854,669008,2695031,914803,195505,254592,1581142,322660,49739,924055,3631141,386264,749816,3576150,54543,1582981,1211235,3328893,1493009,1310363,3705679,479048,396723,1304141,281817,552134,873536,239467,1429980
2024-12-02 15:35:00,1402320,360519,525670,329427,242108,1138476,2135250,1022285,668233,464668,1848177,863641,2473156,287263,265693,434892,839046,211053,2433142,580452,844343,620618,529525,1203302,140219,249577,1007520,1989395,746945,2581824,80646,309110,1163484,897010,6649548,3624002,360803,1245177,825522,1274017,881678,1889165,158693,137541,253837,248478,295396,1049084,370148,795046,488806,622842,546742,667624,3260596,3695967,222985,645862,313230,340249,1224557,616828,1178189,591391,2133579,3527937,961352,345541,1091263,197456,658074,513062,69083,182958,5251626,389983,541686,621576,538236,136210,798541,1449549,44130,364780,531232,212551,531187,1187228,1539253,2886296,541062,1018140,641591,1115515,319976,1688456,162551,225717,621889,2200428,65575,2575005,827458,824832,2115341,1589978,465000,154598,331722,588875,595371,440173,670135,629653,531710,105256,575092,779101,16047,722618,52280,97853,186018,108687,1005685,584923,269884,248493,145991,515804,502325,343812,1048474,627029,1010368,870633,727043,1065422,602380,335732,1126337,1100370,10075451,453293,24392,395012,882599,603445,649972,1271669,225643,208830,547429,834959,2128990,468295,1133590,1764931,2327627,211389,989199,1335224,705355,1121966,1054574,966832,60359,48901,227614,434028,49541,393218,1355534,2380635,3821772,1016701,2330237,278755,510641,229005,876234,1182281,8088327,800831,569372,2055974,196180,2117093,1477403,835636,2635451,1027214,250618,269944,2015901,370050,126743,620932,4249266,444737,628434,3632672,46817,1103280,1197425,2128842,1159131,1393823,2082661,597100,482439,1561196,211340,370774,1577651,279065,1951419
2024-12-02 15:40:00,1050331,423069,1082108,297441,744116,1429178,1850449,1062829,710319,379051,4153580,543916,1063219,421507,624901,408910,1029569,539427,2154479,245314,816560,490535,398940,1488097,194199,363316,1152137,1866084,707238,1827266,88556,289809,1510884,599010,6624106,3916814,571903,1598044,1435660,1712353,1230403,1454149,272649,200814,232054,279815,470840,610911,782736,2297843,385784,804786,725454,828925,1163713,6724402,2934378,405544,375557,396580,1327791,635895,1412287,524209,569020,2767773,1070308,447967,1057056,445439,396012,460627,83761,373704,5846735,193902,363338,294719,812254,128118,1264339,905114,36133,435234,682195,150953,819745,2123569,2103955,2777790,594564,1189447,185874,1070907,161413,1019040,789352,254411,412080,1575280,51899,2574225,717374,838842,1551918,1993889,544252,189207,282888,1125192,361264,315181,673150,750329,669484,106607,510500,976115,16536,626627,34463,43714,477974,115445,682961,854191,242387,201399,178604,593294,876746,364047,911575,628019,694146,1020012,419455,848889,1732678,626537,1401680,1220728,9708957,366937,32498,428104,855011,1060165,973316,446820,989007,411057,538832,884795,1401530,466417,1472333,1972728,2402432,286849,1136085,985417,984873,813689,393537,506368,70369,40133,173837,282210,139939,609217,982510,1980309,3195889,1483152,1904733,184338,544878,864703,1094968,1035986,8872708,908362,858717,2007122,397490,1723498,2173008,967730,2369478,699381,276009,334619,1824577,905420,127206,357994,4546441,436804,918827,3335193,51525,1083841,968017,2062052,954643,1191877,1662511,955872,363865,1242217,400652,362334,877280,250831,1833292
2024-12-02 15:45:00,1979297,481988,890549,459567,1770459,874494,1537884,1096024,707820,801156,3396873,500777,1537007,306604,397752,610882,1262246,783285,1984236,325582,767426,350212,397930,1633436,186197,528187,1200276,1452821,531439,2673731,117376,548841,1313548,430812,6891271,3859839,386200,1148490,963005,1871052,1507696,1629604,236904,775110,240904,220934,211822,668373,1085349,1818805,744491,815666,1347163,441233,1718164,5529112,186207,746509,420638,272758,1714317,724003,1106994,428051,674006,2813000,996588,404342,838792,519985,567835,818398,147638,116370,5404331,321222,310645,675208,445164,129508,1393537,1077406,39409,458737,754988,202660,766959,1925097,1814454,2844270,971631,926033,281041,1186854,211182,702007,218738,407898,758039,1477387,66117,2854662,770537,920637,2020867,1282116,687794,134354,269514,715134,453307,292675,534532,568625,669819,134221,546671,483217,19662,365772,41774,87189,318829,42420,600097,617590,242703,303516,120133,526681,343448,244353,949324,484275,456792,783046,467965,365112,2336991,460711,1407025,957915,10392174,638270,62871,506536,1023103,659905,853647,668501,258385,542087,510311,586967,792744,602332,865822,2438701,3305177,124621,1283861,1148560,691085,785336,741941,469739,63889,29537,247364,231056,207672,183724,886430,2523109,2924772,2883982,2081761,178009,906816,203843,2071184,1030715,8274831,1500120,594796,2251618,206648,2229301,1847057,1015614,1918458,798251,187316,829037,1516052,1046573,46056,429874,3921166,393059,983789,3844853,27436,969367,949150,2192513,2187665,1609559,3777799,402596,408288,778447,911268,341435,780121,222796,2423704
2024-12-02 15:50:00,2095637,903769,565887,383000,1582905,994035,2073137,1697649,853914,797410,1370322,533060,1363025,286933,286060,650012,1672681,384751,2481272,344380,534952,645353,284574,1104768,164424,243193,1947310,1435948,565540,2089712,128429,514698,1350030,613953,6629675,3606031,446771,1460489,1257656,2122261,1320101,2149969,512929,770921,222343,399398,270886,885261,1103317,1124646,556771,1288228,845013,532921,3587250,5760156,138383,850298,225319,434612,1438925,806217,1179475,463776,750950,2788878,717362,588186,765774,762119,495712,525397,62907,221661,5424177,617548,475383,244625,664147,129000,1473832,1357504,27720,420034,2336312,138135,786198,2039724,1423039,2101803,894377,1289685,237515,1037753,184720,615908,746074,798804,939485,1321070,87581,2725723,712455,823388,2249824,1312532,754345,165652,246852,726358,445755,299384,800781,484092,615428,414881,464772,485661,31484,929772,148731,68247,254291,65513,864788,477729,169515,363896,173993,1586797,302770,333134,951380,730311,690122,654303,630436,505526,2765843,498375,1417025,1464423,10889935,442609,84086,515277,1475262,400789,285117,830349,237596,269613,751656,672426,797618,421698,869372,1365318,1676085,202165,1005523,1075955,624285,1650098,772050,310145,70378,28992,281642,398756,129894,290364,1206136,1776272,2785591,2234217,2401028,141454,417520,370528,1432451,3429379,9064467,2128458,1244505,2242685,294994,2328129,2501705,651798,4753447,891409,222757,275028,1962277,368418,23151,482638,3366676,337131,900234,3474546,23516,1555088,882606,2391508,1578567,1134123,2059372,603848,434756,1042194,317658,351870,924966,221449,2063805
2024-12-02 15:55:00,2054823,775299,457854,753381,431533,692754,2079304,1370152,696297,803985,1061247,506292,1662571,450495,214308,670568,724344,368540,4335846,709641,749878,299279,272201,1539867,474902,475411,1785541,2160133,438960,1854746,183981,892553,542623,1035723,6673881,3866552,536710,872938,1343406,1600512,1009224,2531760,284263,324365,168389,255175,299793,767151,1747897,605710,508964,1082539,492660,675339,1179860,6814381,112868,789296,672558,392936,2065763,805705,1707133,892919,2036420,2387889,619568,606556,1266411,420596,519606,367052,137932,348207,5444265,404355,441007,200131,699279,157430,635708,1738558,50833,312319,1106559,192097,748322,2962257,1405383,1477564,1173883,1315649,227327,841215,180459,741639,1028972,617272,1422406,1314015,95809,2317168,1131717,483766,3284627,1216693,906035,175639,242511,879561,386087,208168,564246,534497,307868,544507,116987,516293,21609,344844,133613,78460,243493,49733,1130246,793686,199978,213130,556748,617413,411448,462448,1713458,427598,614390,529768,472083,450106,1803532,275331,1861071,1240715,10718117,609994,64398,423358,1104406,476040,231975,1498905,204454,172763,376520,678830,586265,593712,734637,1814409,1322655,141811,1162761,497507,575628,767803,691347,810573,76192,71608,252183,108086,151654,217522,1352068,2250328,2245573,1561274,2458110,52863,520000,223845,1782321,3633170,9311029,1156615,1155979,2179189,173209,2742021,1762964,1074210,6282456,1062742,227307,328291,1511500,565524,53773,511945,3332132,262912,1083981,2956260,8059,1431365,767900,2425896,1407765,1110542,2402640,530542,484740,646114,343272,326732,939232,205736,1807328
2024-12-02 16:00:00,1179992,578078,364099,394296,534961,601760,1650050,2073432,659024,1036421,1038592,568692,2888931,209789,503123,376217,899597,655639,3254085,1181281,1875920,352930,687185,1390453,374980,880699,1842493,2210199,494153,1819305,236369,1495751,864382,631267,6748508,3947277,410091,1423507,1629440,2373200,2472200,2359562,383234,244212,284179,433294,243469,634919,809355,526027,748395,822598,809894,1189689,1400863,4762684,69852,999283,897798,242702,1418295,1001341,1012021,481642,1727939,2767821,888042,653535,1064966,362484,338930,512821,455029,253335,5677858,242007,239368,347756,647104,312843,427355,1196372,57929,333849,775287,243902,817331,1594428,1659514,2044556,858579,1266502,372853,650174,616474,1612370,557711,190733,1100009,1364219,145368,2397667,1195940,750028,2749136,1099307,1110379,154627,336212,305768,425054,293139,828292,357754,222929,546095,238166,454994,5920,230848,31153,100895,292981,35608,1396029,614890,169130,180316,93256,707807,935368,368231,1119159,463330,321019,713713,670748,341192,902049,443738,2593593,1961709,10206903,973648,31309,418862,1214609,314941,313034,296987,192836,146748,353653,828915,596632,545492,427216,1639828,1578493,119857,1112775,634089,497370,735752,601496,414493,61740,18737,200118,164633,146188,179691,1487004,2098456,2180203,1420149,2831117,130443,564500,293327,1465888,1229921,3821191,931024,995473,2236964,269747,1915929,1570506,982862,6114039,825740,236777,489024,794026,491866,21165,412958,3520260,518616,997042,3444289,31888,1396849,805399,2250513,1857222,1131352,3658355,641066,527006,493477,948917,273535,1441539,785756,2606994
2024-12-02 16:05:00,1842988,1090820,373252,317853,322458,724112,2169861,1155115,775655,1294352,4960267,588271,1975232,294481,684990,1511626,1302157,485826,1919106,1053982,1249547,334082,349435,1171158,752931,558549,1744887,2692954,549514,1560948,164551,1506104,1686210,1242485,6410052,3868507,411457,1484443,1021029,2658414,1758023,1419813,331730,308435,524481,439132,215748,1759199,626904,492837,581258,983740,1317025,1204248,2988242,2170732,48003,915889,725307,270446,1225674,1565332,1618634,521187,1508363,2951069,742660,612466,895708,262815,261573,336120,103331,247023,5728622,249553,255024,344434,683204,367929,843971,678366,194623,355676,1307654,337023,927549,1474998,1928632,2261811,1114803,644270,207779,669669,185036,1174506,186129,176592,931638,2268646,267598,3292034,848480,767946,2769916,1226327,729801,147340,496548,242178,396913,311478,1125679,633272,581005,524132,373707,451859,19841,299891,39846,77735,372758,59132,1824859,469151,244498,209297,119345,539749,299646,558948,1426460,604029,441640,900103,858689,369203,444191,290894,1734442,2761373,10301032,591322,30762,594057,1117851,313074,249373,192363,157279,550698,240134,685325,730808,691098,273631,1867896,1565641,565344,978795,807662,1109085,1097922,905384,1221782,37424,13260,469627,118105,162390,403462,1140709,1378981,1791362,2284930,3230643,810297,500185,731544,1231721,1115182,3767272,610924,1506852,2265332,235538,2761461,2041818,733609,1749379,795271,175410,397102,940905,558241,29794,641638,4148743,410448,821261,3521165,63787,1735275,849870,2803757,953304,993584,1584555,308031,595570,598294,302443,253352,1032211,625192,2032063
2024-12-02 16:10:00,860923,1521613,872401,390173,212130,934765,2653125,1216076,661787,893738,1721947,658722,1159873,318640,338208,760238,1369334,493590,2068132,901861,448864,796552,220391,1379647,888351,646601,1067930,1938317,422950,2405528,166982,627467,2206769,961845,7404696,3251655,502999,1007735,1033573,2656229,2011657,1756134,72418,700355,341092,427227,274194,796901,644184,987134,370099,1000229,675730,570228,3622080,811690,134136,987464,873735,364982,1196445,1125812,1966727,613785,1673195,2905611,698731,377783,967777,365991,501281,463997,65322,265687,5990224,283210,315540,222327,393435,366229,1017190,545558,104937,471746,1405674,235106,1211690,1515842,1692562,2397657,974632,763610,271254,966574,180402,886073,231711,133642,552835,2975168,313483,2822467,1014292,1206832,2704076,2007042,748591,90957,365103,439114,399122,297358,1281167,587041,254713,449395,273253,480824,20062,476180,10281,62628,203432,163557,1897174,563657,167130,168486,51200,541014,234756,256724,1068185,663413,500490,1095500,672647,365534,593306,763231,1354532,2051590,10359304,437914,21026,636494,1584322,973597,564861,299972,287034,333291,428483,654912,681813,611748,344959,1695767,1542471,192912,1345392,767475,749484,1324621,478602,594152,47924,32877,549409,123811,525480,722721,1355170,872672,1440469,1479825,1988171,306787,558219,176932,1552304,1722819,4651632,748547,975040,2625544,173731,2613408,1605648,790870,3708855,861966,166734,1101916,1960009,636230,26609,864471,3608532,285685,757479,3275400,67638,1206513,974043,2716947,784493,769541,890003,515473,368926,1191868,207264,469433,919711,303614,1728503
2024-12-02 16:15:00,1056910,1073920,474336,395394,408820,1027600,2606968,1527274,694814,793956,2306736,707814,2070762,281690,370144,1276195,1432287,703937,1432538,674580,691803,838174,298883,1137578,424011,1079426,1051140,2427531,1076845,2659120,103068,573331,3238273,587284,6879882,3626260,431027,1113769,862287,1835028,6046729,1556832,122834,556321,165503,478620,548414,1620689,372186,527382,419112,2019631,4821665,369941,3922376,962328,63068,632093,640052,1302360,1296701,959539,2547940,775344,545241,2811248,1024406,347293,1100779,944534,892890,654743,94437,213975,6066106,291427,315277,453302,3576681,399776,1275217,760671,147647,417346,1352145,573804,812773,2013316,1263186,2323242,1071121,677341,409064,1028426,179246,1373895,259840,183659,350203,2966204,952178,2178226,1216530,701068,3415937,3146464,373022,275266,170882,469042,318532,286648,1373805,479201,487067,457827,135235,294007,22286,469461,64566,99793,227326,69061,1774965,521753,166532,115797,85759,656146,265086,412323,1696799,330672,661842,985324,473305,285486,863172,883635,1755332,2204555,10793278,436742,53051,1186136,1658015,652625,494750,211704,365705,353141,745706,634354,789947,1690367,360764,1514810,1426158,190697,1142326,800748,915433,1598649,350854,334513,44353,55106,570239,77204,284350,416215,1105900,1067028,1388494,1257331,2717214,233750,526985,119996,1392247,1468564,9181320,611265,1221727,1507052,136101,1966049,1527938,722663,1718864,927639,187919,431625,2085951,396375,334062,1284076,1984367,361155,1313100,3784704,311676,1029493,975191,2514174,556456,900502,290109,439599,480977,851192,213123,322100,1047159,206493,2199853
