timestamp,Cell_001,Cell_002,Cell_003,Cell_004,Cell_005,Cell_006,Cell_007,Cell_008,Cell_009,Cell_010,Cell_011,Cell_012,Cell_013,Cell_014,Cell_015,Cell_016,Cell_017,Cell_018,Cell_019,Cell_020,Cell_021,Cell_022,Cell_023,Cell_024,Cell_025,Cell_026,Cell_027,Cell_028,Cell_029,Cell_030
2024-12-01 02:05:00,643522,1307536,1504334,833620,763147,846791,1121630,722843,197535,1717205,2345007,240289,560722,1287231,550919,429899,585516,86713,334547,317793,401114,272995,724971,565157,699641,569852,541859,208986,339783,199759
2024-12-01 02:10:00,735825,1397027,2418832,298082,749134,473655,1067755,629300,164483,1821551,2707972,261454,755430,1050634,618600,608865,398713,161873,382081,344120,295845,327198,668609,248214,562370,476555,543471,171779,282915,181591
2024-12-01 02:15:00,603648,1403554,900444,166407,1107627,335002,1588316,674065,142544,1768148,3614335,334756,663093,1225801,542744,826654,452227,180155,371443,239153,240656,377386,621270,317901,891152,410820,300193,252595,336748,196688
2024-12-01 02:20:00,665948,1131628,894157,182713,770724,398919,1602674,520082,160086,1700623,3091976,243689,793108,1389775,578545,887394,407729,77795,449182,388247,301094,359448,456444,317537,585088,391181,319056,209407,271558,219845
2024-12-01 02:25:00,1105262,1376316,959357,174421,745611,460052,1055683,608250,110900,1923429,1461570,302565,1569242,1422577,642922,730021,355841,229032,481481,245653,435123,440647,553001,260468,457843,505053,290704,214946,796556,159859
2024-12-01 02:30:00,836579,1691898,1984184,96021,514852,195138,1012812,745423,117986,2175665,1823758,229133,678209,1219877,509805,1330170,529767,89167,821789,275398,432189,407592,595707,212512,701868,378790,369248,205902,371954,147122
2024-12-01 02:35:00,542622,1226460,1589376,876312,602858,225888,868467,608288,117617,1978868,2311003,240976,750213,1108406,440210,935770,1004858,87253,587791,295806,311271,375471,518242,285053,1647478,426583,336049,167865,498133,154609
2024-12-01 02:40:00,540349,1659672,676397,161499,544499,186946,676260,487174,139862,1738588,2909512,326127,1967035,1116927,386265,357491,1330246,200678,441208,325250,739811,367428,507525,316443,644437,338103,208872,137258,321025,173135
2024-12-01 02:45:00,471033,2043786,1662033,183803,459384,156665,817868,559407,85729,2423918,2506215,240919,512484,1059148,450277,263880,1348669,63574,335538,447768,971594,334125,664834,282364,653484,623480,169290,176770,385794,167438
2024-12-01 02:50:00,470533,1701709,873069,85616,429140,158400,436028,628136,156855,2272945,2428403,251294,482787,881690,359532,293900,977870,106474,224299,571401,1036736,309229,894352,190824,609075,968231,228571,177519,338078,127849
2024-12-01 02:55:00,588837,1755876,849764,92799,636036,207099,1047712,602300,103198,2205677,1650431,379666,494079,1316878,398446,917705,891208,88056,204130,158589,626211,270815,424094,209691,391555,945801,241858,139893,247600,104670
2024-12-01 03:00:00,496438,1720015,776833,208179,660273,156823,1113663,553869,161518,2234730,1303392,705011,531820,1022042,367908,688025,985912,78181,252279,165864,267683,271662,435395,110398,425769,962167,204581,105815,270893,170199
2024-12-01 03:05:00,528964,1663954,773563,192442,849212,152939,937865,503416,136867,2218352,1657467,817292,479369,1264500,419967,207288,975061,46287,225881,145942,298174,259350,577498,236750,268148,357726,214282,125805,338926,536754
2024-12-01 03:10:00,725407,2478815,875248,91313,817797,138360,991748,465167,169749,1899272,1781592,869679,765006,1473763,442690,184387,973838,128905,193401,413617,247454,240184,774111,187718,322617,866937,208990,152911,211541,990370
2024-12-01 03:15:00,611605,2844217,847248,1340496,847585,125419,1539669,415087,164182,1671035,1673242,1228201,437111,1603560,555854,368147,638049,45885,188954,739475,347944,269302,413642,202035,539324,319542,162989,113639,198213,708598
2024-12-01 03:20:00,565591,2378098,651412,228542,694696,109289,1414801,417713,125226,1781938,1930570,1513957,456596,960317,437458,201630,278427,79090,262192,732959,292097,369217,271286,162417,434910,324380,287241,139396,349641,305160
2024-12-01 03:25:00,512072,2192780,554583,131741,687576,112549,1286505,390003,82477,1625020,1546474,522614,685450,973939,305355,216158,152873,63423,174671,358000,288160,246519,247723,224176,402802,342837,253394,76705,480980,167989
2024-12-01 03:30:00,489648,2074540,763221,132168,609986,140961,1177034,277236,89488,1565325,1010582,186073,479714,899122,307602,298165,181778,109842,167191,524663,288648,275186,301450,140095,319214,435671,328849,101698,283010,157306
2024-12-01 03:35:00,482327,1949516,917222,144372,623878,141662,1451876,285824,177906,1441834,839640,173880,712536,810450,288233,265557,174620,54362,134828,385441,326307,306560,797877,152556,326746,331708,377660,91669,258408,108417
2024-12-01 03:40:00,547723,1942052,700741,74817,483961,90388,918239,396546,86222,1440108,1387515,221856,620165,869492,245085,221998,212405,45718,160483,443835,334991,215781,413611,146931,396121,283148,274703,76377,443578,81669
2024-12-01 03:45:00,536808,1834611,948380,89567,593457,129681,497839,860806,127829,1186750,1018082,153616,332724,862215,183285,247337,149192,84468,112478,216590,305753,246004,300855,155514,156357,251104,198393,84834,234539,83989
2024-12-01 03:50:00,556354,1599428,961566,64085,412759,80196,341962,967661,118407,996853,813466,189574,717762,864458,239197,277289,167803,153277,112622,685823,234010,177617,331277,96017,97190,625782,276330,70774,525930,63346
2024-12-01 03:55:00,388414,1509619,865801,189935,418677,150084,281197,1091571,143313,527390,746078,193944,454860,873348,267463,299151,391143,79979,162101,1085628,203135,234459,478984,87727,127834,355346,157567,80626,213308,94736
2024-12-01 04:00:00,397075,1621808,422021,107470,535252,124569,320960,1153239,177453,614095,816016,141644,452088,811583,269222,377645,149994,36036,146102,818437,198448,170338,517087,102760,109112,357755,139184,111690,388208,94077
2024-12-01 04:05:00,359642,1880126,534297,93762,774134,124058,535791,1212968,87053,470459,758688,127481,602826,951368,506390,265181,157297,70516,149177,829349,142670,124759,612974,159324,100912,406713,193282,93392,283446,82771
2024-12-01 04:10:00,256768,2208114,449184,106308,513554,219854,526991,1254718,94276,473496,713321,119295,540460,1330632,438398,245778,157151,58794,120980,793744,198303,162203,213165,105941,85153,452603,121373,91980,179086,81109
2024-12-01 04:15:00,221024,2256018,286215,186734,373267,209271,991530,1328287,123582,509595,618470,133902,437410,737526,427565,435491,80864,154185,149789,891706,188974,239159,219736,97075,57480,623755,73426,94986,184988,88489
2024-12-01 04:20:00,291588,3316851,212458,151745,983500,165095,863522,864797,88219,408844,610593,143054,316951,690372,294617,213549,148415,36061,156770,919598,173708,294608,745966,112703,78169,249135,83064,128216,183586,176883
2024-12-01 04:25:00,281719,1185768,232130,83157,458813,140386,645865,375570,70017,416860,661020,75235,1159207,770286,323822,270270,140781,51613,225396,848282,285899,281158,660326,148983,105805,310775,82767,151377,130554,182428
2024-12-01 04:30:00,312633,1522098,185182,90435,567046,110808,227778,979846,70320,434724,644210,79563,411956,727108,288961,301296,170862,37499,79842,711546,220370,209410,774779,87416,118241,367970,83200,153328,229406,420454
2024-12-01 04:35:00,222792,807426,215178,85372,639004,89996,222021,619624,119447,551518,534011,80171,253302,643256,249092,244045,125666,45418,87111,498148,220245,265085,462755,109501,136500,314599,109205,78280,116823,215055
2024-12-01 04:40:00,233409,551208,200011,115189,331936,95826,241118,431606,379777,489944,583323,71831,466247,795982,260013,285785,89561,59184,166857,663849,117631,191820,505240,78103,83434,321826,150896,63469,112939,128025
2024-12-01 04:45:00,248207,549226,506846,84629,1505750,73326,325678,315814,120570,389419,608508,47229,306317,709518,275018,295910,99120,72631,102744,459184,173352,202802,586628,113426,85532,614638,161963,53038,115437,260267
2024-12-01 04:50:00,226229,642251,468374,88465,570233,89241,215209,762968,65505,404303,445853,70557,261588,607850,285573,255894,203223,151140,124519,255661,198740,157605,588960,122415,51202,808983,205283,41224,120869,56222
2024-12-01 04:55:00,321853,562506,173401,38625,889700,76643,135190,857947,76971,381047,461382,77935,265532,693553,214478,227303,157144,19218,94475,109058,175802,157940,593485,84531,52102,1144288,153774,44425,148172,101886
2024-12-01 05:00:00,339072,805036,879871,49008,841638,101000,175821,303248,75025,245049,455509,63506,210749,922439,150895,201156,147654,40022,130253,79452,173105,202419,504385,62493,45326,1157324,160575,40916,155445,133689
2024-12-01 05:05:00,256641,574238,149267,140129,1003831,102215,184066,285408,63624,194377,375957,62074,194558,918040,218427,198740,167404,46787,125167,103446,132907,176388,475339,52469,96386,1088259,156080,68105,117981,120975
2024-12-01 05:10:00,264423,645543,141609,482449,586481,118912,133467,449793,74563,664524,463585,68274,174793,626025,462837,241455,222249,47736,152329,143073,128545,514281,661219,62129,101383,820312,207269,59626,117177,138946
2024-12-01 05:15:00,257455,495726,141050,198253,428388,61385,179740,953654,64335,466660,439996,94070,232596,607604,186721,1137596,105916,70428,156608,140577,151938,271261,667214,65920,68925,937145,155184,57990,111011,86185
2024-12-01 05:20:00,241517,834968,125532,71095,725015,107256,236642,245611,41782,227106,480964,80909,295406,821396,144213,278215,134002,15875,156250,109752,238491,357231,452505,58395,90419,148858,133676,88586,114171,56220
2024-12-01 05:25:00,329459,1234385,118358,66621,1369083,73915,232132,212073,38962,140141,427264,74729,247094,749235,201943,213434,207319,56048,180247,153652,197884,182799,420767,64850,340665,131302,157862,55105,91202,60289
2024-12-01 05:30:00,354801,1101264,88795,219717,1239643,133070,246358,247646,75423,172218,491559,74548,238389,693023,220961,294429,136135,17960,306659,146709,89378,249975,628187,72507,60430,137830,107537,115853,76682,81272
2024-12-01 05:35:00,277771,915870,111636,183712,561750,97417,491843,237358,39743,231842,503145,66767,418445,515736,202699,314824,105429,16886,207717,196867,121791,187033,652818,82431,38548,186010,86754,70870,85861,47210
2024-12-01 05:40:00,239303,1152726,105490,101011,347638,90248,247716,499540,144992,385497,469234,155949,491354,575530,211374,327345,166014,14604,259594,170777,107768,243762,766683,92266,35649,130794,111649,54006,149633,155304
2024-12-01 05:45:00,297891,1002103,151488,30282,324336,82831,199480,297900,95839,187993,471763,58580,249467,495876,220068,197961,69081,21657,375500,190541,124212,185671,777903,53813,189335,145982,137794,71451,330914,65988
2024-12-01 05:50:00,296973,1230153,131557,62524,246033,367762,179419,359111,108718,152431,465877,102861,259120,549316,176599,280372,132003,45290,114393,129717,92638,217761,762886,42514,96989,166750,133949,73100,268335,84551
2024-12-01 05:55:00,258159,1664080,162459,220049,499442,602523,241817,393459,105209,183003,528302,62752,219773,682360,153227,211808,90616,85141,121496,254913,89120,253838,780099,61840,100324,269630,84281,89091,63339,88712
2024-12-01 06:00:00,461679,1189367,222129,51048,759448,522740,266018,427222,117035,231870,582417,121268,247211,604095,110417,254294,101926,18547,314071,228860,151602,399820,359709,62597,107560,196621,154797,99486,136255,60631
2024-12-01 06:05:00,367669,1167046,163991,83495,780714,489929,270257,322760,104422,194084,542987,71075,298025,605587,161295,198668,165435,28153,263348,158312,159444,427024,752313,42837,57022,155290,98379,168398,498443,42565
2024-12-01 06:10:00,370732,728236,125082,51968,926019,101294,223389,360510,83299,207610,501433,64511,343315,583880,213446,298581,87540,21528,361328,135712,114870,421389,632545,47002,179713,157671,147359,197313,269921,45410
2024-12-01 06:15:00,291999,791021,211995,157594,940418,110953,202211,474435,94486,304682,497267,87978,396889,641909,254128,299616,119311,32480,252641,149314,119959,294145,575053,67164,91955,154324,136293,184390,547436,120283
2024-12-01 06:20:00,382494,624056,262193,50065,404620,109050,240034,510434,138639,207431,351719,107850,277673,544108,169322,131880,86855,21501,288564,333486,139296,421611,591840,76916,109596,210204,153780,137292,101290,97532
2024-12-01 06:25:00,630872,2271644,95372,34819,1205209,163436,193410,652795,204987,215302,353395,82628,295130,622860,206725,208760,116255,59894,304365,337568,147462,229709,568544,37010,75907,165888,107212,129006,117414,114635
2024-12-01 06:30:00,503579,1755134,144749,135409,438333,240871,301007,513019,274851,209020,324722,104245,264108,674157,165326,221715,127079,91577,249785,224341,146163,194909,606044,89128,87666,163557,116526,147083,127156,104735
2024-12-01 06:35:00,492269,772168,143114,290888,445581,155436,364608,570797,352293,215029,437888,122708,369947,578368,183011,241276,102846,66354,309524,207337,524447,232272,648846,57477,71115,134394,107209,221792,180428,60405
2024-12-01 06:40:00,535879,834756,126586,160881,391667,227349,230349,996387,307385,321275,559247,149751,317809,800243,140723,303393,86675,56519,203877,167880,482877,716697,645907,51421,91551,176289,96419,110317,145595,72771
2024-12-01 06:45:00,409183,610906,320035,75045,4242477,472665,268174,414854,235622,287753,466947,89506,277703,697532,123643,239198,72029,67173,210091,200916,171000,298654,782319,61722,47871,185464,76123,119807,137154,203236
2024-12-01 06:50:00,557279,568808,130735,127353,3535088,131076,352945,412076,325499,246068,365170,89894,224323,637387,158468,236945,156855,96117,245712,162508,184318,237468,736329,47629,60433,164800,136375,185884,280475,89806
2024-12-01 06:55:00,618330,546785,92735,167587,2862143,197670,251318,564972,571906,226673,408475,126357,284382,724432,170000,258812,169777,49187,239444,303703,160990,302997,547983,74906,41860,210158,100752,89659,128215,88063
2024-12-01 07:00:00,627133,888265,101206,141874,2148283,234453,272857,802329,289862,263077,385313,105513,254848,725433,332500,295065,217493,84792,279462,327221,148336,417785,445235,64064,62099,246326,108960,112820,132425,86325
2024-12-01 07:05:00,514657,717680,128095,139296,2171448,245811,416852,923799,276996,272368,523539,146599,315688,702434,232992,578886,213020,145227,321895,208645,250085,412042,724012,117552,128237,206671,96034,144675,176023,96648
2024-12-01 07:10:00,654742,807828,115630,206270,2152885,172568,396013,1345201,249446,491321,695266,137351,351898,384155,236968,680815,190758,154320,311723,259017,251395,446250,794055,122974,125818,231532,133777,168276,183447,109166
2024-12-01 07:15:00,826030,1028428,103070,192548,1433092,216126,303115,846167,279389,503409,379366,138959,329209,669186,300481,668444,134219,96752,321801,253232,152007,317777,591281,103499,71034,333011,129966,207117,141048,420328
2024-12-01 07:20:00,1045128,861011,158835,150032,416358,245851,421842,1065207,233624,294748,416485,106229,387605,1091660,291635,3304137,205499,299056,283256,212110,261395,300913,302064,74075,88579,498009,211636,100495,144793,138922
2024-12-01 07:25:00,893867,1047137,115691,306862,411936,311351,402019,1221730,202993,476040,423768,125428,306089,1032453,258296,932116,339880,453008,259561,348680,341697,334520,357984,69549,45692,695943,217890,163374,800792,203671
2024-12-01 07:30:00,820237,1457505,130983,311639,434811,404707,388975,729229,258958,350947,372914,148555,400778,560920,221705,651481,347965,249431,427465,363611,374450,288667,351809,137399,121281,337907,543910,126127,391561,210650
2024-12-01 07:35:00,1036448,2182230,103953,336768,419525,349867,402176,685231,315309,292402,391888,207975,404173,516299,310675,669776,355411,402050,280756,327011,232016,355774,485453,123203,136286,314759,137968,352880,437209,264922
2024-12-01 07:40:00,1271297,2459789,104014,418395,1466509,384386,478494,665781,324363,303538,558841,160320,334697,784891,292169,810971,706732,247292,226746,304297,298364,250012,581088,145579,109576,547995,184884,235835,406002,122872
2024-12-01 07:45:00,953126,2256293,148316,578651,2557109,441060,562639,609202,676655,394832,654350,177687,429776,1278759,281461,782972,1009400,199323,297213,209562,332125,280870,467903,198289,201990,446454,134393,141907,433320,147792
2024-12-01 07:50:00,945665,1950908,139826,660205,2236466,444823,922016,636208,353091,400882,643258,299402,465981,1362831,222367,548795,522335,1605160,208760,205109,709802,354870,549909,624515,131962,532669,177818,245303,410620,108412
2024-12-01 07:55:00,918359,2356113,74559,601602,1318569,366516,686931,1471114,472637,570545,752052,241449,428045,1451709,336073,385385,365828,316957,270134,365463,396499,393865,507436,184820,151386,511037,306951,204103,575750,193873
2024-12-01 08:00:00,1160933,2306444,132293,622639,786238,748566,716207,1521182,521709,628122,446478,365121,467807,1358211,371535,476621,982407,493938,223806,583044,712996,499846,496994,305994,431840,564587,335887,256121,1193555,303357
2024-12-01 08:05:00,1364487,1781957,145362,539432,563552,664918,525879,1442037,437290,1049538,748985,322986,426842,1282671,321124,485565,499485,743788,593691,542695,612423,460287,1347084,237845,316346,512882,336599,436490,817720,409457
2024-12-01 08:10:00,1045499,1593325,124412,569696,633894,629325,645579,1792239,361109,1613208,862015,205400,317866,1048579,593332,449511,413743,328663,353909,370081,1108338,676167,1626436,212699,118667,568166,234781,341613,944788,452400
2024-12-01 08:15:00,1079055,1125657,157858,1240151,678246,289942,832045,1557569,432868,948603,646190,230525,326502,579865,348133,529986,369752,400576,934738,415289,544235,501135,1733340,318205,121567,502089,240316,622805,808099,433198
2024-12-01 08:20:00,1438281,1720416,180396,594401,1025474,503928,1264940,990828,461995,619555,876217,283994,346533,505730,198953,400284,517912,399738,298648,373912,979707,495379,1290129,367372,491675,603408,211425,651789,723096,200906
2024-12-01 08:25:00,1534811,1548253,122965,518891,1285136,585914,1096624,1260274,583712,503515,1125055,375037,369840,884860,305818,497578,724720,260482,281249,462137,1462282,374116,1027547,397688,785881,583614,219051,641068,565117,167533
2024-12-01 08:30:00,2141420,1942007,210003,1654433,1107641,519342,1249370,913330,500740,479230,901662,289889,448436,634000,1177382,597447,984174,704476,434707,276346,1415195,405553,809396,452526,1220729,396616,307526,476727,452743,211481
2024-12-01 08:35:00,1811101,1771840,174051,917111,1835908,410076,963964,920587,792612,430298,792609,298328,583392,606791,944800,634643,647400,575134,493529,270667,1750189,407908,708572,504482,206157,460618,359452,411295,543125,225109
2024-12-01 08:40:00,1714138,1969914,198485,659020,3243578,920335,950995,1515018,832312,705739,1010302,353898,856864,782545,1018372,501614,554487,504964,404812,353669,2251037,740534,749753,459434,322462,1287373,533217,423621,568154,328202
2024-12-01 08:45:00,1552789,2285990,178446,1051054,3715850,645199,1178743,2647981,710685,567149,1296943,328180,608021,1074743,961489,657013,524195,954801,390427,458551,5440145,790487,795098,491101,364306,442711,683282,447084,722094,407087
2024-12-01 08:50:00,1710887,2023479,195727,1046996,3369497,626932,1259203,1558495,859883,780191,772176,322452,686688,1150454,268388,824606,665140,863870,375700,476667,2022264,1542685,722890,557709,337573,882610,803150,1587708,1063000,844926
2024-12-01 08:55:00,1746752,1889814,218243,876368,3728319,586874,1347874,1860535,716550,968445,808850,377783,314752,640519,238007,554179,821287,3780262,378832,390853,2989111,1295478,1103355,477533,384154,1267709,652136,1145671,716735,336789
2024-12-01 09:00:00,2425069,1997009,248412,1392409,3368466,711127,884584,2380827,709755,1093657,965177,464150,344180,809796,409576,684519,665258,693359,553954,676839,1226992,1470901,936420,701474,576982,470104,266962,1022159,525562,680142
2024-12-01 09:05:00,1496933,1782686,194676,606669,3272441,674131,1067876,1784702,886007,1195849,1784756,551342,476998,724850,1181586,600751,713397,429771,524265,542559,1689532,1171833,797915,904807,549812,620354,1105831,854517,787911,422179
2024-12-01 09:10:00,3981337,1397916,182841,639612,1653148,790837,890839,1488468,677741,894262,1090255,1137186,540391,735158,1329047,591049,694155,403083,435223,1250649,1423794,1158699,835715,468584,545975,485351,877876,1122101,766012,330665
2024-12-01 09:15:00,1937080,1580673,179475,1462371,1768140,1116803,833141,1058171,924689,1164639,956026,924343,399898,1075469,610734,765278,1127340,446916,381044,913062,3593425,1702256,905524,348395,838794,685518,553150,1220986,956215,575996
2024-12-01 09:20:00,2094461,2295845,247006,542923,3262706,715963,879103,1537083,740695,1016067,1360139,473257,557475,1173329,1049912,661156,929345,618456,1261233,709992,4916690,1458901,813069,358650,841022,561488,482059,1204511,815987,567056
2024-12-01 09:25:00,1661391,2408311,264367,711867,4654310,770858,1295521,871318,818462,934011,1905137,585298,673452,1153206,446846,1000467,916043,560802,616699,871159,5465366,1831397,976597,918367,520270,719165,477785,915665,723930,765769
2024-12-01 09:30:00,2127068,3213432,372710,1931398,4871020,1600506,996347,1015748,891511,710123,2020850,707876,378117,1203698,472158,1016342,722082,1307154,540969,1436321,2010300,908571,749441,448724,458014,964311,485160,1163136,798443,779578
2024-12-01 09:35:00,1690866,2980061,241905,1185725,4146852,1042620,1163460,1138419,1105805,705991,1408948,722860,465673,1541687,456813,1092508,848920,516755,563841,875422,1573820,1165526,734813,465614,1034767,648553,482822,1526836,1367022,1341986
2024-12-01 09:40:00,1787112,2450829,329410,1200783,2958258,743383,1208891,1442179,1029402,955975,1605955,572440,826638,1221582,538023,1346099,1171242,411890,903411,1566487,1549222,910954,844237,465845,899842,990232,384197,710342,1538911,1077084
2024-12-01 09:45:00,1758496,2446168,367353,1059923,3199638,966686,1526111,811381,1310400,1205397,1615868,630933,550724,1866565,689127,681300,1058892,615275,956189,1016910,1831728,680955,1074023,493106,849264,1120463,436582,530276,1879287,908032
2024-12-01 09:50:00,4565887,1937716,348510,863821,1838861,681311,1368186,1132026,1871974,1385449,1767289,706950,469348,1432311,718086,1451959,495122,448062,1298744,751374,1710157,613383,810164,927413,843037,898820,559931,675935,1597255,387876
2024-12-01 09:55:00,2332289,1618835,235901,905823,1325154,696023,1235708,1581980,984903,803201,1902537,615747,428550,1540003,648997,1012459,1258447,599667,1152564,695222,1710004,573289,1274984,1027301,988622,680003,404116,769634,1278886,522172
2024-12-01 10:00:00,2356816,2712789,212512,1243703,2145771,764540,1167944,1635389,1097501,953318,2072266,644762,440103,3259835,664159,548965,1439802,523808,744887,907344,1205622,626085,1115362,1216212,679302,838384,553669,767435,1420581,376617
2024-12-01 10:05:00,2551797,6411393,161876,1055397,2384319,1139666,1245666,990301,1523029,982333,1822890,434851,529097,1248813,1131657,636045,1255584,775846,532110,681451,821720,1669254,1083928,839126,720316,628295,590083,986147,1536795,509857
