timestamp,Grid_001,Grid_002,Grid_003,Grid_004,Grid_005,Grid_006,Grid_007,Grid_008,Grid_009,Grid_010,Grid_011,Grid_012,Grid_013,Grid_014,Grid_015,Grid_016,Grid_017,Grid_018,Grid_019,Grid_020,Grid_021,Grid_022,Grid_023,Grid_024,Grid_025,Grid_026,Grid_027,Grid_028,Grid_029,Grid_030,Grid_031,Grid_032,Grid_033,Grid_034,Grid_035,Grid_036,Grid_037,Grid_038,Grid_039,Grid_040,Grid_041,Grid_042,Grid_043,Grid_044,Grid_045,Grid_046,Grid_047,Grid_048,Grid_049,Grid_050,Grid_051,Grid_052,Grid_053,Grid_054,Grid_055,Grid_056,Grid_057,Grid_058,Grid_059,Grid_060,Grid_061,Grid_062,Grid_063,Grid_064,Grid_065,Grid_066,Grid_067,Grid_068,Grid_069,Grid_070,Grid_071,Grid_072,Grid_073,Grid_074,Grid_075,Grid_076,Grid_077,Grid_078,Grid_079,Grid_080,Grid_081,Grid_082,Grid_083,Grid_084,Grid_085,Grid_086,Grid_087,Grid_088,Grid_089,Grid_090,Grid_091,Grid_092,Grid_093,Grid_094,Grid_095,Grid_096,Grid_097,Grid_098,Grid_099,Grid_100,Grid_101,Grid_102,Grid_103,Grid_104,Grid_105,Grid_106,Grid_107,Grid_108,Grid_109,Grid_110,Grid_111,Grid_112,Grid_113,Grid_114,Grid_115,Grid_116,Grid_117,Grid_118,Grid_119,Grid_120,Grid_121,Grid_122,Grid_123,Grid_124,Grid_125,Grid_126,Grid_127,Grid_128,Grid_129,Grid_130,Grid_131,Grid_132,Grid_133,Grid_134,Grid_135,Grid_136,Grid_137,Grid_138,Grid_139,Grid_140,Grid_141,Grid_142,Grid_143,Grid_144,Grid_145,Grid_146,Grid_147,Grid_148,Grid_149,Grid_150,Grid_151,Grid_152,Grid_153,Grid_154,Grid_155,Grid_156,Grid_157,Grid_158,Grid_159,Grid_160,Grid_161,Grid_162,Grid_163,Grid_164,Grid_165,Grid_166,Grid_167,Grid_168,Grid_169,Grid_170,Grid_171,Grid_172,Grid_173,Grid_174,Grid_175,Grid_176,Grid_177,Grid_178,Grid_179,Grid_180,Grid_181,Grid_182,Grid_183,Grid_184,Grid_185,Grid_186,Grid_187,Grid_188,Grid_189,Grid_190,Grid_191,Grid_192,Grid_193,Grid_194,Grid_195,Grid_196,Grid_197,Grid_198,Grid_199,Grid_200,Grid_201,Grid_202,Grid_203,Grid_204,Grid_205,Grid_206,Grid_207,Grid_208,Grid_209,Grid_210,Grid_211,Grid_212,Grid_213,Grid_214,Grid_215,Grid_216,Grid_217,Grid_218,Grid_219,Grid_220,Grid_221,Grid_222,Grid_223,Grid_224,Grid_225,Grid_226,Grid_227,Grid_228,Grid_229,Grid_230,Grid_231,Grid_232,Grid_233,Grid_234,Grid_235,Grid_236,Grid_237,Grid_238,Grid_239,Grid_240,Grid_241,Grid_242,Grid_243,Grid_244,Grid_245,Grid_246,Grid_247,Grid_248,Grid_249,Grid_250,Grid_251,Grid_252,Grid_253,Grid_254,Grid_255,Grid_256,Grid_257,Grid_258,Grid_259,Grid_260,Grid_261,Grid_262,Grid_263,Grid_264,Grid_265,Grid_266,Grid_267,Grid_268,Grid_269,Grid_270,Grid_271,Grid_272,Grid_273
2024-12-01 15:20:00,13321,10637,7024907,9370,90976,4932,12518,335,6003,6086,9042247,10289,28495,5281188,2643,20871,37400,85476,9350,4019,10238,27959,23086,53730,136377,56677,60379,5867720,9591,26800,157768,34261,14000,127266,26091,19822,27129,171399,37498,31242,5325387,36192,24365,13908,77612,32969,98339,421718,19485,2578940,12078,24617,11443,55706,54770,3418,6198,15703,43155,31185,6493831,0,27887,28450,4078,12905,10351,7708,9013872,0,39621,29236,135975,3239922,67520,82647,40563,1321,129,138054,82053,11633560,19397,40841,22657,5820,21591,46315,32449,8531726,6321,8733,3790,9426,7053,22068,45236,4049,32319,4202902,41733,4902,13681,5,1976,17168,15255,0,2273298,12604,62598,62534,6812,5617,17234,522,0,1430,8259,5439347,17801,7361,11454836,136238,19494,99648,1062,108663,21165,10107,161900,15864,4720496,108874,8597,3170237,9553,23019,2087,146365,22027,385441,4908,60680,123414,6209,11408,213748,153638,1492767,69075,142918,2471940,21105,14948,2221222,23632,46534,16599,8899,106346,33243,0,38323,91068,33212,10011,369,7359712,5432,107606,24348,15262,2411124,89715,1092,49726,12404,1527,52699,24209,3463,13901,2556,0,0,10648,6172075,34779,68,25562,13584,271,16492,2456,17481,15016,1172,8123133,14865,7,1970,10268,56805,774,67980,1107,1273,26835,1959885,0,46821,55,37623,1948,2860728,32370,19758,30264,19692,577,175,12517,432,27052,2359,4647,28381,4102,89838,7315,52706,6503278,4532,21614,8407,2687199,6855,52326,3224,19682,36667,5947,0,889,0,0,0,5967312,0,0,0,2699,3259812,171348,56582,15321,2147,63874,77276,44304,68444,35431,4730,3270433,12043,9354,4831,3743,17188,1899,27890,13182
2024-12-01 15:25:00,32015,15675,6959390,25904,72465,17350,56652,1146,30803,2275,9446412,0,18,5459027,45176,2026,10937,34458,24538,30610,9233,23311,2228,34377,158629,13597,23669,5284150,12772,17350,121942,109395,22050,126792,13018,20326,28388,56967,24695,29676,4754549,114047,287080,23723,55906,7477,189989,399295,40325,3123909,11915,23120,2901,25249,18189,6359,45955,95241,115646,6700,8116766,3,7123,23469,3217,6147,9187,5093,5272629,0,55762,18966,50648,3554863,39340,34349,62833,21437,26,172245,37567,11606345,22005,15260,19799,5693,16784,44174,25235,8325189,14717,12569,9151,17765,3492,6360,19162,5169,32563,5412819,44381,14933,15009,2303,2548,6100,3001,0,2157473,11072,41370,68462,12473,36868,6285,22,0,1952,11518,4903969,42998,18962,10499038,27161,26126,64726,1225,29357,24779,17164,55083,31982,3905887,218073,33504,4723217,93633,267582,4245,206103,14608,328196,16552,28968,118329,13579,33967,360969,57941,1439534,109096,30448,2373336,11162,10390,1665449,38678,50057,9353,18830,102314,20615,2,79871,129504,141725,9596,367,6173415,13247,33990,47679,23287,2266828,49825,3921,66206,5761,2323,45018,23103,3479,13238,887,0,0,36017,6270496,42961,768,20378,12373,342,63994,7415,43848,5220,11457,6224075,10907,2,48,1469,85486,3366,50956,2204,3719,13568,2755520,10826,102412,0,39278,3053,4507431,32412,22426,44043,11643,1149,4975,15036,6036,86417,8240,1120,39805,5905,100935,13238,28250,5689733,650,5593,49563,2775731,9072,29068,96,32667,44342,4770,0,17881,0,0,0,1302658,664,3699,0,15835,3379567,181086,49153,33575,8178,82814,148541,106569,151659,73936,15730,2773730,12963,19783,6687,5623,18026,5552,33067,21467
2024-12-01 15:30:00,60373,31930,6116283,61625,49035,21135,17987,0,33841,11636,7564298,4,397,5291130,1082,6525,2168,2386,4624,171,5507,17077,4046,45784,236884,18436,53216,6670618,71044,22853,109890,29834,28500,57487,23476,13100,21069,60475,20592,14835,4735970,151925,61402,27669,48902,3731,113265,251937,23291,2383293,14015,44300,7522,54249,30862,58,9898,6292,12487,8481,4090751,144,13877,26415,22791,8040,620,2801,5101650,51,41004,13008,6941,2713358,36175,2331,43383,9407,26,84002,26678,11246190,13373,21258,12658,14464,9872,20445,20654,7783310,11469,4045,89283,12772,50645,45969,19204,17241,21340,4530857,185393,4020,13533,6060,4734,15290,8317,218,2408727,122785,17550,56921,11995,13514,3621,74,2365,1619,548,4636544,34784,7020,11410787,56001,21411,43452,12506,32960,53357,17123,179087,55941,4420067,113379,39046,3943515,109705,98320,9434,155984,49282,126171,4485,47260,79804,832,12164,424454,42856,1444558,38689,14570,2125472,5921,31578,1798683,15505,25509,2741,98140,90683,16743,13,37089,174409,3761,9045,703,6196474,15612,60118,30727,26735,3020097,70965,1261,68274,8605,8108,25633,6878,7734,16822,1302,0,37,388667,7188480,38781,8,16904,1,3248,4973,955,16134,2649,17681,6852268,8118,2916,0,3947,34489,3,14004,12030,2420,8257,2791196,2855,28197,54,43065,1640,3951572,633,40841,49616,35177,15194,6038,4525,6,22507,12105,558,27907,13028,67307,6316,19136,5654728,8616,10692,93416,2869955,25095,101512,12816,38706,222407,4465,11363,2282,33,272,64,888584,267,1676,64,30439,4134627,198980,86085,31691,11769,118869,85619,47589,79161,124912,4521,3609773,3002,10218,7227,3353,13476,4692,36910,5836
2024-12-01 15:35:00,25398,20587,5283938,36237,168601,25130,23740,1380,18745,21148,9133443,2876,1940,5959266,261,14492,341,1618,3866,2,31635,36358,10025,102566,192728,14845,31918,7383299,17689,21826,154681,54045,8428,54640,7273,21607,6789,56432,31164,4309,4780612,38021,60142,31620,26594,8372,78892,226054,4366,2844804,11298,69888,11057,75707,24283,123,3573,5828,39268,12644,3545393,34,17492,34299,23417,4945,4644,3118,5530570,0,31866,6013,14814,2625498,24822,10920,15469,8316,0,57313,10258,12213079,11157,54662,11695,5979,12266,92417,16225,8408058,1154,21295,3296,29928,12418,9630,6668,1913,32876,5204421,20599,24255,49194,2141,28525,38026,1863,479,1871154,245612,6174,178135,11874,3279,12169,652,4063,13788,7192,5516192,46692,17639,11705223,20368,14814,59041,1519,22437,64887,40477,58154,69607,5387252,71506,14600,3408674,73112,24162,9052,100400,2052,181849,1484,20588,122682,4554,10334,733897,87815,1167023,38967,15200,2565923,28606,15777,1838600,121670,18069,26189,15114,229424,15985,0,80042,111467,8469,9718,0,6462661,22364,42018,37771,52950,2568656,48565,12109,120409,9220,2952,31899,32447,2240,16815,0,0,0,19663,5917636,35301,1091,19763,1502,1815,21954,32308,27269,61617,5356,7525724,6627,3388,432,618,294064,1001,86763,1093,215,256405,2482031,3001,20872,911,67854,10665,3331707,3739,7634,50607,8414,171,0,18071,56,23107,14368,9755,36568,371,198911,4134,10731,5277038,31992,66193,25739,2616807,39074,58769,12257,17184,28800,18183,0,947,0,0,0,1048013,0,0,0,322,3305243,69221,38078,18950,2490,52678,59212,50295,222491,63479,3157,2830220,10831,3623,1591,629,21392,5176,66868,4453
2024-12-01 15:40:00,39145,42380,7044166,38936,77819,5523,6343,2271,19868,130565,8382585,0,470,4870565,2010,5102,99,5267,6725,2127,577,24282,480,95800,244064,15084,19669,8936565,8159,14585,177297,19013,14493,57181,10549,10835,34089,38590,11968,8028,6832265,38502,458147,31185,56987,518,127843,50107,5959,2790853,12760,102377,2841,69481,15220,400,20083,6659,266777,13010,4436862,43,15772,10745,25504,10692,14334,13507,4022412,1,27697,18685,15032,2745837,48893,11815,25947,2307,1,105443,9222,10406013,16622,20960,19246,12250,10256,87306,7515,8635897,3620,4209,1839,19202,2328,1393,8815,1119,7220,4146857,10493,9697,13125,1654,97133,79818,4658,0,1580645,459047,21659,91159,12185,38,12564,1226,295,1294,3597,7080248,39449,14856,11102123,38885,47506,78715,1873,22114,56652,49762,105794,73821,8600722,57063,18843,2974087,50811,164238,9296,119007,2675,139030,1422,21487,115161,4396,4511,447685,58783,1584031,12992,10908,2342014,13957,11390,1529262,27707,42468,31312,17897,140850,28579,1,91554,91159,12757,6095,1389,9445336,53834,22306,40601,57208,1792089,81854,13484,95289,23021,11672,33735,10187,2689,18184,21000,0,0,21927,6894865,93109,2,7644,18182,1760,6390,2494,52519,0,4011,11521409,252,0,3292,4768,110753,15141,100489,156,770,582003,2360874,2357,29520,320,77605,6314,3801119,13633,9861,35429,15092,430,94,16805,0,72938,731,328,34139,10028,80876,1036,12339,5779521,8567,11416,13010,3591508,23466,43171,6460,6137,104254,9373,281,1848,0,872,448,715672,2944,4,159,2263,2900927,118629,18471,51451,571,62789,95272,13481,63572,45472,8990,2451283,12574,1584,3811,1340,14679,2245,40909,4914
2024-12-01 15:45:00,24803,32199,6118385,23770,104252,17265,40421,10931,28984,25266,8387995,172,41,5040346,445,4121,444,3004,1034,390,1384,30986,4931,99372,279869,27935,21261,7676200,2443,58424,208667,17241,39777,49889,11634,131167,48369,26388,88561,21922,6057145,51119,66235,12918,48028,6319,115547,367285,9959,3886402,12421,67452,3969,72188,62232,25102,34762,133221,60178,1578,4175338,0,16337,16433,16890,11976,6159,11252,4467446,0,12316,51470,115057,3695954,140890,78055,23400,38993,0,117425,8816,10158857,11963,24040,9674,3425,6222,39623,9709,8514673,23267,5068,4429,176691,896,3722,3174,2469,69866,4003566,21124,16387,85300,1073,134761,60228,5068,307,1392767,73388,5095,65645,6984,2134,11447,131,0,10277,58,6513571,28325,16596,10831780,36436,23236,48281,5521,7953,56814,32313,114885,48724,5675058,87491,11418,3718091,21247,91008,3325,118061,9656,290432,4053,74201,315365,13315,81355,802068,1010180,984716,100498,48518,2452881,26487,7051,1910272,22924,23244,23569,6988,85770,10331,4602,54088,37824,20255,13101,1365,8354069,26675,15803,34341,13327,1670068,87034,3908,67011,6689,1112,30006,9598,56745,26199,3607,0,0,29529,7041431,31172,405,9433,17181,8784,4748,4024,8080,0,11841,9549241,486,649,0,1253,488852,28820,3867,4923,14223,242588,1946234,8183,38934,254,41061,14553,3568877,4058,22691,50811,11208,1032,943,15581,1859,48915,1898,3795,40416,8989,69789,7900,3099,6134159,1836,19819,6846,3131742,19350,43938,11158,10873,33424,46987,2,1382,188,320,0,966026,109,1496,124,643,3144478,140793,368997,29122,10418,314125,114180,953635,711734,3220885,15098,4355053,9781,1897,4319,1486,9929,6973,14004,2484
2024-12-01 15:50:00,29799,24152,8969508,18827,71881,11139,28310,614,30657,6176,8439961,159,0,4131157,35,10560,56,1492,1011,201,2523,16895,3242,113278,104006,75203,108911,8520376,52675,57105,213634,92403,19998,79059,22564,67676,29103,40008,39919,80241,6104522,188282,43696,11753,44248,2701,126541,417519,20380,3903263,14834,156577,90193,88338,31333,644,5802,11666,46586,8797,4422336,0,32845,34335,12282,39213,53711,18922,4796805,0,39332,13218,48677,2927318,66405,4534,150143,3180,0,149529,3326,8715532,19790,18649,6595,7184,236,12929,16176,7332590,20445,739,26757,400645,7193,3610,8186,54371,269529,4735950,56085,18570,21268,2219,2725,174095,2528,0,6560835,176857,6216,131481,124930,2248,147384,209,11867,4891,287,7041336,16487,8856,12501732,31371,2798,23035,733,100469,23081,7240,62018,95310,5999957,109594,10910,3825455,54074,85529,8644,240429,4208,310596,7938,12107,103979,6222,39295,624130,39459,1221245,11708,41864,1990919,24433,17937,3268834,50367,55358,16233,33808,65172,7254,0,40176,27142,3605,8154,836,8279296,32474,9663,65770,18135,2360798,149843,1191,62612,12846,4294,21216,14964,5469,50157,1314,0,2,8116,8075509,33666,700,46708,18025,2740,3064,4,4755,0,3967,8543104,2146,0,0,2812,115020,18742,118494,10135,2042,165588,2809955,1611,78522,357,33891,7598,3832110,9702,38240,51297,13619,3657,520,26137,464,41751,9612,15947,75225,3417,45323,11239,6480,6325136,7830,1919,378,3813408,18974,54340,580,5282,54307,7844,0,119,0,0,0,1112823,0,240,0,5,3061760,88578,29249,10646,909,43451,114010,273822,33310,22130,1387,1940558,11098,46507,6735,9179,21687,6187,42385,2604
2024-12-01 15:55:00,25177,16147,6269867,26493,140096,12625,18170,1492,22748,21381,8942826,102,7522,5067905,33,3277,1960,4981,782,4578,5876,29134,26261,33162,120919,31508,18126,6222157,14292,24394,163063,27228,3713,72864,7787,24538,23132,47070,29408,114624,6074680,574815,45537,17253,60190,3669,115569,147770,76504,3672069,7052,64121,1610,89092,30465,1466,6839,20177,42079,9218,4176065,0,6026,7318,2861,10423,24712,16916,4838432,160,16594,14443,31643,2839100,28676,10892,14138,2976,0,86647,4863,8975623,32105,15143,38064,4611,9,9496,36689,7431178,24574,4582,11149,204472,11191,79042,30840,22614,535493,4493976,80491,39038,19232,3375,245452,13504,4256,0,2824243,170701,22167,48827,17,161,2902,174,11498,3098,0,7230340,7238,11236,9614311,13123,17423,79121,819,37289,47636,109402,146545,115018,5114986,79224,14795,4150453,9148,59419,9414,256392,26734,196790,9591,25558,70616,14471,22299,548505,58436,1268602,12100,108701,5232269,12636,22372,2052366,42158,33833,8180,40393,108419,41349,0,107299,30226,43416,76343,5749,8190192,62445,61298,84574,117843,2826310,77628,659,34639,18845,7335,32436,22033,2847,23569,3168,0,0,29271,6960770,59803,2724,26702,17465,2452,68949,2589,41742,1196,33531,8255751,116553,0,14,1383,53072,15362,49554,1553,129,80499,2527501,82,18885,0,49639,2182,4907138,18765,35484,54179,47596,1200,335,20731,146,27590,9274,18979,239728,160986,9949,12988,7447,6363456,19263,9848,5452,5177786,13866,28868,3740,30143,79140,7918,0,18,0,0,0,1933560,0,32253,0,1268,3152771,168148,30556,54459,9969,28972,85649,18058,20246,11025,6931,2703432,6573,50287,6999,9052,10768,3656,11569,8583
2024-12-01 16:00:00,40164,55542,8267961,12619,301393,46326,61753,0,68387,166820,8360352,233,328,6043976,62,3998,770,13107,2419,358,1530,86041,11771,24999,60316,19611,68006,7725601,13675,21390,168258,13641,730,30496,1706,5301,8620,44293,17060,82499,5736960,397756,21027,4763,37123,20703,147007,401674,56910,2848770,15206,20979,763,111377,32230,3508,1454,7458,34715,370180,4305066,0,11749,5414,8746,3121,4639,4146,4141785,0,21118,5464,38675,2568851,64015,18621,19482,674,125,104755,16011,10597554,68287,8813,19935,854,7285,29782,68929,8562308,10214,4744,27021,137148,2735,25893,22184,7597,45304,4627447,46926,4571,8472,6911,77853,39698,5328,77,1380187,237837,24750,27946,1733,46,3861,238,18297,656,57,7339124,10666,3474,11178360,29239,327355,64044,6450,34821,75212,43292,83868,32732,4638712,110029,20383,2858808,14804,48881,8489,269788,21724,402030,25669,33004,108164,2700,22020,505264,163537,1259226,44670,46836,5323780,34368,26409,2252876,44021,39630,25796,11982,129459,23168,0,74482,4228,23138,17259,2119,7894263,15032,20804,48268,41756,3638740,70116,20358,56377,12902,7687,24858,43614,4442,17328,1710,0,3,28624,6598725,26143,18412,22300,30444,9081,43951,1710,25364,617,10735,8075822,23349,17,5,4673,104920,39682,10738,2053,5416,39923,3553604,8881,59327,445,61843,2751,2582803,11970,42687,70391,16831,771,38,11717,737,22398,7776,724,38776,227,22666,9745,7465,5788796,12164,27034,2551,3414849,17611,42333,12426,10291,8008,9708,4046,2115,0,161,0,1306774,0,5,0,21910,3346323,393241,16656,242339,4102,46611,82198,45384,35012,14081,3304,2181348,4596,44301,16034,14421,11895,16721,28819,14086
2024-12-01 16:05:00,25653,24619,8166441,49558,87360,20599,74819,136,24832,6073,7887719,8,1503,6316460,26,35888,1338,9509,781,5216,366,36596,4057,35310,66932,15821,41577,6777297,47467,23996,114395,169513,4396,77196,1508,16315,15600,210008,88208,22822,6325035,64284,6673,2328,23379,21586,78563,331318,32125,4865846,11333,14624,5061,31775,68804,444,7774,136426,186798,46521,3937234,1418,10089,5391,8546,6825,13439,1944,4203415,0,19452,8315,44679,2923406,52834,6668,33650,5287,123,166482,27362,11113018,13703,27896,11811,4869,7963,76939,35000,7336512,6191,4338,5867,19020,1674,50156,15480,25239,12337,4790085,35546,7337,12979,2151,0,26517,10460,0,1343102,15829,19744,47268,2837,1886,425,44,31988,2308,14,7051473,49659,2450,9545893,55280,526900,43123,437,23373,31437,9269,67637,30821,3893430,77725,17071,3452482,5190,108992,6933,197095,34329,263749,17658,39583,98112,29159,9703,562787,33109,1236134,11357,6747,3107953,13234,14180,2208605,18869,27123,14259,19740,73736,14586,0,22105,2312,10501,12530,3781,8601861,12823,6799,17634,14240,3622055,252520,26805,39681,7029,6101,235045,132848,7578,60117,10418,0,0,65398,6904733,68679,53818,4668,10151,11385,5113,3162,12141,1229,131,8874651,585,0,9,2126,154201,40821,21247,2526,3637,15025,2157298,12570,60308,86,60761,29364,2597643,14216,8883,79972,117252,10306,1408,4877,171,110988,18890,6489,47946,3189,31049,5853,2982,5939493,11676,16968,3828,4604552,73405,61583,22409,15403,14535,34638,1694,3371,0,0,0,890925,0,0,0,20685,3077850,106598,27067,22010,898,17048,74238,30970,48725,42015,764,3981562,14687,18318,3417,5225,12049,27862,14769,3015
2024-12-01 16:10:00,52466,54867,7269477,92852,400553,36978,21011,257,38063,511585,7159953,311,3622,7562981,1235,11332,363,9827,63,3814,11075,20667,3203,40403,55787,15970,31319,5299752,14439,21799,116389,544647,5527,106271,8217,12287,20585,49394,179031,35280,5443734,80666,106821,6700,47933,42238,63480,102501,65241,4812281,34851,27163,7618,73601,23633,5755,10609,180672,525200,12160,4749353,0,32279,25793,12982,4746,25997,5340,4974749,0,38758,17238,26160,2452075,94324,29130,22711,632,134,81465,8666,13189565,24851,156521,28429,2880,1282,53511,40959,11069395,3765,584,5162,11260,1166,217658,11627,50161,55058,4046731,210392,3906,14110,4852,20,57566,5360,0,1916441,6202,22151,37213,7503,18103,9230,113,11966,1857,8612,6782166,17281,1028,10141754,21810,14529,59587,584,17612,34535,19887,152433,51810,4674015,104748,29892,5429221,11399,78151,11851,183785,42245,172446,68934,23890,78829,762,15868,464042,235056,1269602,25589,21219,2020022,12492,6381,2303920,93136,10506,9588,21266,222071,14537,0,9424,4972,1915,8618,1696,6784393,3692,10630,24227,10716,4193067,818562,85,18286,51703,9615,361165,170279,8874,263629,940,0,0,31992,6755064,101244,31706,11237,25567,12906,4937,4963,30576,82,132,7474381,439,2,1284,2052,102110,36033,23103,6790,8760,43016,2477376,4651,71503,0,53401,30398,4125934,1193,10142,36528,28737,11809,1107,6696,1115,122189,21442,13,97113,21392,27106,18906,4429,6281757,3521,939,1468,3552478,19014,40371,381,37711,15460,2956,2408,1529,0,3259,247,661029,1528,1008,21,57283,3458217,153830,31441,7554,2019,45840,48776,19118,25332,34256,1066,3437563,10627,3355,12779,170,3678,593,35204,1305
2024-12-01 16:15:00,18477,25961,6435330,36055,102106,6810,8785,2796,13394,17118,8308627,11,23200,5622410,6714,11968,9991,14590,16713,31289,16568,59356,1550,39307,35827,27173,20480,5454394,4697,287671,117450,348236,24978,209708,8710,10283,49023,74058,81520,15485,5387296,37414,50815,10539,38413,21025,206565,234824,27947,4490404,22128,62356,2436,145673,60159,0,24801,2521,9610,22593,4413138,17,15256,23113,14469,5622,2930,4031,6730858,0,44713,4765,30805,2972123,42254,30627,101852,1804,24,189419,10938,9920566,11424,33453,16742,2117,1713,50279,22273,6784290,7359,3755,1230,192786,1146,173604,18722,792,63193,3779261,139599,7629,18895,1132,240,19289,4684,0,1603676,7507,27910,41157,8583,951,14190,2862,818,3070,3255,6673299,19840,5443,9296552,51457,26461,85149,503,14494,50528,20530,91127,36908,6488643,139949,31422,4455562,1563,29782,3378,319153,18833,257103,6798,16298,153099,4366,10515,725990,68892,1171710,32731,38871,1762790,8467,5536,3204426,46356,18544,2381,17961,59582,22521,7865,39835,6791,3746,13018,4240,7331786,5086,26481,16921,32374,4981913,312250,12572,96765,211868,1375,375432,79538,6706,27591,863,0,299,18230,6902668,26724,343,11617,27757,155,26698,16418,17277,32,820,8579532,128,80,33,929,126761,26701,45396,22232,4242,20825,2220711,10488,188658,0,191710,7857,7355209,6245,15030,80896,83257,6319,122,192119,5036,21859,13602,0,43415,6957,46816,9326,24116,5573201,91759,4570,14536,3123054,42154,52715,556,26986,6209,2733,28023,1162,0,0,0,1050527,0,62,0,52005,3100787,189929,31113,10540,15945,33585,110319,35110,62720,43075,4078,3323674,14716,9847,2159,3060,2347,253,44967,9926
2024-12-01 16:20:00,86238,18004,5609491,41631,99093,104240,119692,366,114924,5118,6836175,997,13888,5935889,0,6243,4450,21420,1842,1523,8073,44962,2162,30371,48550,12640,23803,6319381,39449,23936,104906,62214,4257,55376,13748,7256,22872,65553,55647,20920,7635912,65769,57536,8830,59019,1700,127219,199791,19599,3333495,31839,50167,1697,29306,49442,2663,16769,16355,2287,25776,4054898,0,7262,20478,5183,3615,6772,8984,5208543,0,27072,21372,39640,4009534,82466,55758,24828,2459,0,68699,21117,10782425,31755,96239,15063,8550,1877,58342,77558,7171306,3523,2622,8128,6618,3481,14808,9973,14478,26270,4404846,32849,13323,12320,864,6600,5034,1492,0,1751751,3652,44099,43878,3413,10334,8758,532,11083,860,0,7889293,23492,3221,9279962,59952,22449,39969,5076,74054,17387,18880,129006,57916,5439734,99132,26845,3086786,2752,49707,7993,201009,46781,195648,4707,10703,63769,4574,35154,1030119,39764,709511,12874,27689,1822013,5043,3530,3678596,32589,14606,24835,7261,437970,51980,1083,7499,6392,2613,13326,1586,7820068,16988,9869,27137,26704,3766440,208427,15736,26928,11953,951,512744,52384,1250,3500,1993,0,2,34053,7285741,37743,2626,15276,29790,3189,17812,289,14878,36,48,9236918,750,0,0,866,92521,77527,8725,8938,5162,9438,3274518,10055,42648,623,93809,38990,4581227,1385,118877,60413,114443,32913,168,22031,0,9649,17490,137,45738,5587,2178,2516,21729,5021598,3174,1329,183,4126937,45352,21594,254,25701,30326,5036,9804,1928,0,19,12,867340,4,5199,0,56267,2444567,156323,22214,30043,7517,48536,66250,38546,50631,25944,16275,3889026,34479,39361,23033,14161,3549,14710,60883,25245
2024-12-01 16:25:00,266885,197294,5732725,431858,466621,119659,100210,74,258234,15167,6742366,2160,3602,5015672,1876,3949,1019,10069,4039,1224,4847,86997,6740,37681,39398,23151,25693,8137435,150661,42261,303565,66943,20119,97376,3861,14334,89071,130583,30411,59817,6562230,28731,19616,22098,37417,9093,131187,171357,33933,3321322,8253,39912,17758,112154,66357,443,9117,6954,3561,25222,4674903,0,25278,27798,8722,11266,13765,26081,5957526,0,28393,11486,10757,3929355,228455,31870,102798,1761,0,83316,14083,10131513,129058,72624,5059,4394,11938,34910,203776,6874947,13265,453,10487,19851,7666,10463,9314,17517,33949,5114313,130257,34602,26967,3107,44,8252,8563,0,2260147,7421,14491,57241,159,3515,2810,660,11389,2516,0,7469262,31134,2221,9928019,65110,40529,277147,2447,12112,37972,35016,117087,101500,6237137,70432,18150,3516925,8790,38514,8495,257498,17219,208015,17836,44004,94576,6593,39349,732877,111170,1020450,34250,34281,3079789,14974,6198,2964242,175739,59956,199189,48218,34064,32443,5445,15224,10915,4233,15629,4372,8541110,9342,15411,21319,25814,4291838,234422,280,9579,5295,1112,284128,164178,999,5503,4674,0,986,24430,6715382,55845,885,12506,20062,1146,11202,10,25872,277,282,10307399,4782,216,47,296,104856,38391,39480,4305,2590,38454,3967758,5516,167818,0,31673,20230,3982241,1187,21751,64472,63246,3196,7,21570,94,257889,107042,134,40367,758,1000,1692,15917,4724397,5481,443,5096,4255166,45600,30630,1869,167145,50173,4298,115,4,0,147,0,875946,0,33,31,4396,2973556,161332,7980,22057,2502,63777,111662,47213,47376,38560,5767,2994858,3439,9593,1438,1881,7104,2979,11293,4859
